trip_amount,trip_distance_km,payment_method,num_trips_last_hour,avg_trip_amount,distance_from_usual_area_km,time_since_last_trip_min,is_fraud
26202,0.5,2,2,101939,0.8,333.85,0
152941,2.33,2,1,105939,2.96,206.99,0
127755,1.05,1,2,45500,7.31,36.67,0
81639,0.5,1,2,29228,5.03,190.31,0
188565,2.08,0,0,48233,5.0,474.09,0
77004,3.44,0,2,89558,2.92,130.21,0
49906,0.5,2,1,24641,7.14,280.21,0
149033,17.86,0,1,134141,3.25,86.58,0
76516,7.24,0,1,75102,5.41,247.02,0
68070,6.69,0,0,83000,7.14,334.3,0
187272,10.61,0,2,38694,6.1,377.44,0
71933,4.46,1,0,131653,2.61,308.8,0
121277,2.88,2,0,105762,5.58,38.16,0
801619,0.69,0,9,312117,41.73,2.68,1
104789,1.1,1,2,44098,0.43,213.21,0
72572,2.39,1,0,26465,1.84,120.87,0
115337,7.99,1,0,99963,7.06,408.9,0
88940,3.49,0,2,36101,4.96,268.31,0
21567,1.01,1,2,82997,2.36,346.63,0
72157,9.91,1,1,111993,0.52,442.26,0
123480,5.25,0,1,88476,4.37,79.96,0
17347,4.56,0,0,81103,3.21,387.5,0
135242,17.42,0,2,32663,3.76,274.52,0
20739,12.97,1,1,87039,2.81,192.56,0
119132,0.79,2,0,29349,9.78,410.75,0
26283,6.78,0,1,21805,8.12,10.23,0
171862,11.7,1,0,130495,3.14,289.08,0
183428,9.89,2,1,140878,5.37,380.81,0
128660,10.99,2,1,20292,5.66,297.27,0
38401,8.21,2,0,103653,2.14,309.96,0
182161,22.47,0,2,50132,7.74,412.06,0
149721,1.59,0,2,80366,8.66,32.56,0
177628,0.87,1,2,86304,6.13,47.66,0
100817,0.5,1,1,85471,8.66,411.89,0
93013,8.68,2,1,103290,5.9,92.21,0
124674,3.01,1,0,46469,5.68,220.42,0
99279,1.49,1,2,117660,5.16,27.29,0
46574,5.65,1,2,48817,3.99,90.7,0
167683,0.5,1,2,136313,5.58,90.75,0
50234,1.1,2,0,29846,9.51,393.12,0
153088,2.38,0,2,29668,8.77,226.5,0
179804,1.19,0,1,31440,4.77,386.07,0
112902,2.1,0,0,106510,1.7,136.64,0
61810,0.9,0,1,33627,4.18,349.25,0
18973,0.5,2,1,44807,7.0,238.72,0
136094,3.43,1,1,62461,1.26,227.9,0
117361,0.5,0,1,105900,3.35,358.54,0
142865,6.37,1,0,100752,8.24,175.03,0
190999,0.5,0,0,134279,4.6,135.16,0
98521,7.27,1,1,38430,4.83,254.55,0
139434,0.5,2,0,41589,3.71,322.81,0
41352,18.1,1,2,50616,6.67,31.62,0
40820,2.24,2,1,59499,2.86,126.62,0
106268,1.78,1,0,112342,0.58,266.66,0
123551,1.82,0,2,87249,9.07,270.38,0
197145,1.38,1,1,89549,1.18,213.41,0
120224,0.98,0,0,57537,7.14,354.75,0
184702,8.84,2,2,116385,4.97,314.43,0
160692,3.09,1,1,80132,7.61,369.03,0
181355,0.53,0,2,80981,7.27,186.06,0
173613,8.54,2,0,51187,6.28,347.2,0
115258,9.86,0,0,57567,0.75,431.44,0
15005,12.85,1,2,89267,2.83,261.01,0
544141,0.11,1,14,335536,24.93,4.43,1
55596,3.21,1,1,142200,0.23,287.14,0
147128,4.64,0,1,90714,9.67,447.94,0
51602,9.25,0,0,102749,2.1,460.1,0
102515,4.84,2,2,23596,9.92,239.48,0
19534,3.06,0,0,25468,2.14,312.67,0
31714,7.21,0,1,145085,7.01,182.47,0
87610,3.11,2,1,40468,4.96,179.62,0
150075,1.68,1,1,40982,2.88,243.1,0
139619,4.38,1,0,134818,7.28,238.73,0
94117,3.58,1,1,123551,5.61,396.06,0
50286,3.35,0,0,105125,6.61,45.4,0
71597,1.06,1,1,111036,5.41,386.14,0
106382,9.34,0,0,22862,0.8,200.77,0
190486,0.5,0,1,108828,9.71,316.08,0
133445,0.5,0,0,49682,6.14,377.52,0
38597,0.75,0,0,49464,7.69,355.32,0
163797,0.59,0,1,76509,1.94,334.85,0
148406,10.71,1,0,74831,6.07,417.78,0
179372,7.81,0,2,88899,6.77,27.56,0
128076,1.68,0,1,114703,4.44,323.25,0
72339,1.54,1,0,136890,3.32,347.95,0
171802,2.6,0,0,78721,6.8,280.65,0
121799,3.68,2,2,97372,9.63,66.9,0
145003,2.01,2,1,84267,6.22,198.22,0
101906,11.8,0,2,20321,6.22,269.83,0
163829,0.5,0,0,127419,3.25,112.39,0
130738,16.26,0,1,115654,2.03,425.96,0
949414,0.55,0,6,441090,15.5,2.58,1
79757,14.51,1,2,68409,0.56,69.1,0
171737,5.95,0,0,126617,6.78,49.74,0
160886,0.82,0,0,114596,5.86,228.87,0
83424,5.91,1,2,35178,6.98,43.21,0
177006,17.32,0,2,146127,8.55,313.91,0
124686,3.47,0,2,39920,7.9,391.48,0
83805,10.51,0,2,127961,4.71,307.46,0
65993,22.99,0,1,81580,3.86,31.95,0
31220,2.07,0,1,98085,3.95,43.63,0
32110,2.66,0,1,87059,4.87,67.23,0
160087,1.61,1,1,28719,7.19,431.31,0
86316,12.96,0,2,143147,7.81,391.46,0
111806,4.92,0,0,133525,3.89,259.78,0
169438,7.08,1,2,96253,4.03,112.85,0
136125,1.11,1,2,83735,9.73,475.24,0
189324,2.8,0,2,63249,8.6,230.7,0
111802,5.07,0,0,42723,2.3,436.89,0
35559,6.66,0,0,121732,4.55,114.51,0
79230,5.35,0,0,87179,9.38,319.33,0
40476,6.18,0,2,108202,0.99,387.14,0
153296,4.78,2,1,58366,9.54,379.16,0
101272,1.08,0,0,135877,9.71,300.41,0
25614,3.95,0,1,147158,0.86,343.17,0
18061,11.25,2,1,105929,2.53,72.01,0
25265,0.65,0,2,131056,0.2,106.99,0
139359,1.35,1,2,50453,8.9,94.72,0
52194,2.9,0,1,146391,1.33,267.33,0
158871,0.5,1,0,49542,2.87,259.79,0
109914,2.38,0,2,49708,9.28,444.98,0
122417,2.7,0,1,139663,3.85,367.01,0
46382,8.62,0,2,57079,3.87,93.31,0
177371,21.11,0,0,67306,3.21,88.84,0
102220,1.05,1,2,130929,9.16,129.16,0
600755,0.47,1,11,690261,31.64,0.74,1
162141,12.13,0,2,30852,8.63,89.79,0
21015,11.04,1,0,61578,2.39,187.02,0
110850,16.42,0,0,51355,6.45,157.26,0
148240,9.19,0,2,136765,4.47,11.23,0
162146,3.96,0,0,58510,8.35,142.91,0
43778,4.3,0,0,50882,8.34,108.69,0
87238,2.79,0,0,58233,5.56,468.99,0
74358,0.5,0,0,133857,8.71,351.72,0
198540,3.42,0,0,44772,2.82,389.07,0
150999,10.57,1,0,43989,6.11,406.81,0
93719,0.58,1,1,128919,9.56,125.83,0
54771,1.17,0,1,42352,3.74,434.38,0
47173,0.96,2,0,85356,8.72,265.24,0
199045,0.5,1,1,82844,6.04,45.06,0
122912,0.75,2,0,21425,5.44,294.81,0
149011,3.02,0,0,99084,5.57,59.29,0
44094,8.17,0,2,107331,8.84,266.26,0
153503,0.5,1,2,46281,6.96,261.21,0
59282,2.73,0,1,95074,3.89,312.26,0
155941,9.31,0,1,38728,3.03,65.67,0
626196,0.42,0,14,496847,36.61,4.93,1
86739,0.5,0,0,89641,6.69,358.69,0
182126,5.45,1,2,73422,8.15,473.44,0
100883,5.87,1,1,144997,1.75,13.89,0
164633,17.25,2,1,143911,8.67,283.71,0
99064,0.5,0,1,24948,8.1,237.85,0
578898,1.01,0,6,679203,33.43,2.3,1
138699,4.78,1,2,51227,0.07,130.43,0
75269,0.5,1,1,143911,6.36,72.99,0
29005,2.08,2,0,43916,4.85,468.48,0
135553,3.99,1,1,27114,2.64,418.93,0
122115,0.5,1,2,46251,9.54,394.66,0
187071,6.12,0,2,117800,9.03,71.89,0
31177,10.36,2,2,86824,4.01,466.0,0
94609,3.97,0,2,145746,8.22,194.09,0
57873,5.71,1,2,125527,5.23,236.75,0
104618,4.96,1,2,45630,8.25,310.14,0
170900,0.5,0,0,69096,6.09,157.97,0
189217,1.93,0,2,125952,8.58,228.36,0
85372,9.22,1,2,115674,1.52,265.46,0
129526,7.68,0,0,62948,7.28,84.39,0
58618,2.1,2,2,96675,2.73,139.85,0
155967,3.68,0,2,95989,3.04,54.46,0
182717,13.27,2,0,134219,3.78,198.83,0
103107,19.5,1,1,22736,0.98,232.89,0
176361,8.16,0,0,53660,7.2,279.67,0
197005,1.62,0,2,112455,9.8,416.34,0
127496,0.53,1,2,104179,3.81,86.78,0
118723,11.33,0,0,64390,0.07,48.4,0
85566,5.41,1,0,131683,3.89,66.62,0
160489,9.04,1,0,115551,0.26,85.2,0
165744,0.5,0,1,97871,5.87,36.65,0
16868,4.14,1,2,51909,7.23,343.75,0
61683,10.36,2,2,58721,3.05,430.64,0
20928,0.5,2,2,103995,1.79,408.23,0
158650,13.42,2,0,145446,0.39,406.44,0
47806,5.37,1,2,130945,8.75,142.53,0
35043,2.3,1,2,47170,5.04,42.62,0
162447,5.65,0,2,117221,0.66,411.78,0
121270,6.26,2,2,141780,3.39,402.11,0
43389,5.06,0,2,32791,4.37,57.54,0
171251,6.49,0,2,108386,3.94,191.85,0
90283,0.71,0,2,31022,8.64,174.09,0
83991,3.87,0,2,20611,4.18,56.44,0
135583,1.9,1,2,146803,2.79,461.76,0
21833,0.69,0,1,47220,4.24,374.5,0
77155,6.11,2,0,123928,3.71,292.72,0
29527,4.59,1,2,92558,0.77,181.73,0
151066,37.34,1,2,101882,9.89,466.72,0
65768,9.13,0,1,39695,4.61,175.93,0
169748,2.62,0,0,118412,1.97,275.82,0
92457,7.56,2,2,63991,4.69,308.07,0
178771,1.03,0,1,98419,5.33,64.33,0
55897,3.18,1,2,71838,4.0,327.06,0
135720,2.58,0,1,43311,3.44,96.75,0
189800,4.72,1,0,37636,7.04,404.75,0
87913,8.17,0,1,71071,6.72,132.96,0
44227,3.1,2,0,20962,3.12,329.44,0
117443,10.0,0,0,145307,5.54,63.24,0
94928,6.99,0,2,57261,1.37,262.77,0
108619,1.57,0,2,107818,4.87,84.15,0
103035,3.81,2,2,94391,4.99,214.67,0
64190,9.5,1,0,115007,1.91,315.95,0
110206,7.0,0,1,127725,1.9,66.99,0
848115,0.22,0,14,320356,28.86,1.8,1
122846,1.49,0,1,107161,8.66,472.88,0
95872,7.57,0,0,70447,7.36,329.97,0
194932,2.6,0,2,84212,1.99,118.54,0
32570,16.1,1,2,67681,8.37,226.49,0
154092,3.14,2,0,143547,3.14,103.73,0
79619,11.36,0,2,61651,3.45,460.34,0
143999,5.44,0,0,54415,0.62,248.16,0
203056,0.16,0,11,592478,46.87,1.82,1
181081,4.17,0,0,32395,2.26,263.59,0
35966,1.36,0,0,134985,4.52,63.96,0
177134,5.28,0,0,148158,1.48,54.85,0
87329,1.48,0,1,65292,7.78,42.28,0
28066,9.51,0,2,35064,4.89,174.27,0
53430,0.5,0,2,56071,9.39,432.7,0
20283,1.37,1,2,74451,2.25,32.52,0
40791,7.65,0,2,129026,0.48,468.07,0
101471,2.7,1,0,145801,3.38,45.35,0
189869,0.86,1,1,113561,5.31,86.1,0
164793,25.84,1,0,141221,5.82,73.3,0
113311,3.05,0,0,43524,8.26,138.9,0
74890,3.25,1,0,140781,5.64,464.31,0
20257,2.18,0,1,95242,1.57,71.07,0
25588,0.5,2,0,78368,6.02,468.87,0
150333,1.38,2,2,79000,1.77,400.82,0
115739,1.64,0,1,143883,8.22,315.94,0
37511,4.23,1,1,67505,0.94,339.79,0
174504,13.76,0,2,40209,1.55,170.25,0
110797,0.75,0,0,96947,4.12,44.94,0
169861,18.38,2,0,34421,2.1,329.07,0
159016,3.21,0,1,112605,5.53,91.27,0
449907,0.89,1,5,388442,22.98,3.02,1
542408,1.15,1,7,425822,39.71,1.25,1
198582,9.52,2,1,123972,1.52,222.45,0
153386,10.09,0,1,73174,8.53,116.78,0
63892,7.0,2,0,119535,2.52,351.38,0
124495,0.78,1,0,111478,1.36,265.8,0
95096,2.59,2,2,107069,4.22,328.88,0
388092,0.64,1,5,656382,29.17,2.24,1
67578,2.74,1,1,139394,1.65,468.77,0
100188,2.14,0,0,66811,5.87,258.63,0
72415,0.5,0,2,69601,0.1,111.99,0
42323,0.5,1,2,110675,4.47,39.17,0
155035,2.83,0,0,117030,7.8,428.85,0
69211,3.89,2,0,60904,2.63,36.69,0
84019,8.71,1,0,123509,8.34,268.3,0
182067,11.88,0,0,127491,9.62,127.59,0
137509,2.55,2,0,25905,6.2,436.62,0
186824,9.27,0,2,81050,8.84,261.42,0
126244,3.92,1,1,105748,8.3,246.58,0
80777,18.0,1,2,52574,6.49,231.31,0
56190,13.24,0,1,106082,3.45,347.04,0
167659,6.24,0,2,43010,3.47,23.64,0
98065,1.05,0,1,21346,8.4,287.65,0
135417,12.93,2,2,95515,1.79,205.03,0
152257,0.62,0,0,28678,8.57,147.96,0
60570,8.53,0,0,78738,2.79,379.22,0
195591,3.41,2,0,76432,8.06,76.85,0
58578,4.73,0,0,143773,7.05,429.98,0
155156,10.25,1,2,35693,3.95,64.31,0
43037,7.88,1,1,85070,0.69,203.49,0
893367,1.57,1,10,533024,40.05,4.85,1
61525,2.31,1,1,33743,1.45,106.02,0
110349,17.61,0,0,103372,3.76,87.76,0
83244,2.2,2,0,144690,1.85,233.73,0
182231,8.19,1,2,21934,9.87,143.58,0
111568,6.52,0,0,80819,8.26,49.56,0
139314,15.63,0,2,131141,8.53,395.83,0
55623,14.96,1,0,43773,6.6,72.39,0
189996,3.06,0,0,99876,3.13,477.21,0
934095,1.93,1,6,469981,48.54,3.88,1
33487,1.79,1,0,109561,9.48,344.17,0
55358,1.75,0,0,114737,6.93,345.69,0
50915,4.97,0,2,97669,9.7,174.51,0
35014,2.29,2,2,120063,5.36,405.21,0
105860,10.13,0,1,49814,0.2,113.9,0
72629,1.8,1,2,133572,4.07,360.3,0
106471,23.09,0,2,138573,6.84,423.39,0
29658,5.43,2,0,49621,9.05,46.33,0
820863,1.43,2,5,365741,18.07,0.3,1
131862,4.41,1,2,122142,5.95,458.7,0
62130,2.24,1,1,33026,7.74,219.93,0
120279,3.62,0,2,70270,6.33,291.35,0
71320,3.73,2,1,20974,6.81,425.21,0
43982,7.25,0,0,78793,5.12,376.96,0
140895,2.96,1,2,109431,2.84,152.93,0
169523,14.85,1,1,67193,8.53,343.19,0
43412,0.52,1,1,40738,5.17,323.25,0
179292,1.94,0,1,144493,2.63,414.37,0
355467,1.15,0,9,592342,33.7,0.48,1
340058,0.33,1,7,318874,37.33,3.84,1
143240,0.66,1,0,107052,3.1,243.63,0
178436,8.4,1,1,37862,5.91,363.44,0
26050,5.45,2,0,129366,6.98,242.01,0
197573,4.38,1,2,134104,5.86,29.85,0
177813,10.44,1,2,39405,9.52,237.1,0
23014,8.99,2,2,95690,5.91,477.34,0
61706,1.9,0,0,134997,5.86,261.56,0
114030,3.94,0,1,120435,6.96,20.55,0
173413,9.8,2,0,46855,1.67,186.79,0
72779,0.5,0,2,32593,3.62,79.57,0
24213,1.99,0,0,95619,6.67,261.88,0
159276,2.46,0,2,82625,2.86,186.04,0
95287,1.59,0,1,145964,5.41,271.86,0
155788,3.55,0,0,76023,5.76,449.64,0
797551,1.5,0,13,611971,35.43,2.96,1
166470,3.27,1,1,69326,4.77,330.12,0
81787,0.5,0,1,26287,2.87,243.03,0
103138,9.62,0,1,81362,9.66,442.55,0
188402,1.15,1,1,148584,6.66,17.12,0
42392,2.82,2,0,110600,1.79,302.21,0
122706,0.5,0,2,69755,3.83,471.04,0
165561,2.89,0,2,137722,4.68,304.23,0
142895,2.35,1,1,58749,6.58,149.83,0
93910,1.71,1,2,86162,7.41,111.79,0
163464,13.84,0,0,126766,9.78,427.18,0
103657,5.67,0,1,110635,2.54,260.45,0
134116,12.35,1,1,26620,6.49,154.07,0
77120,3.14,0,2,135755,2.2,431.58,0
25631,3.63,2,2,101502,2.74,256.54,0
904555,0.98,0,14,624417,45.66,4.8,1
101486,3.06,0,2,137868,8.76,353.76,0
180371,0.5,2,2,80341,9.57,263.81,0
559858,1.15,0,9,602520,18.36,4.57,1
73566,1.1,0,2,117954,4.71,93.15,0
76077,15.33,0,0,24936,6.89,243.85,0
158990,0.5,0,0,88329,9.03,26.98,0
115590,11.39,1,1,76438,8.92,471.06,0
91951,0.78,0,2,51861,1.58,250.17,0
26594,1.49,1,0,27001,7.47,394.13,0
194537,0.82,1,1,100327,1.11,390.05,0
164325,2.03,1,2,75005,8.87,432.19,0
25416,0.56,0,1,22888,7.48,127.25,0
23587,2.34,0,0,147746,5.12,54.24,0
61740,1.86,2,0,149394,5.94,52.74,0
24407,6.77,0,1,139251,6.64,100.29,0
152094,4.72,1,2,60187,0.69,197.5,0
52941,5.75,0,1,109137,6.64,221.77,0
178038,3.37,1,2,124180,0.38,10.66,0
127925,9.59,0,2,40399,3.94,183.13,0
104839,2.18,0,1,82956,2.27,414.83,0
35742,2.57,0,1,115902,1.26,159.62,0
39148,0.51,0,1,58763,0.55,263.97,0
37420,34.77,1,0,32726,0.3,400.4,0
851469,1.45,1,14,382590,16.78,4.22,1
34271,12.36,1,0,73410,3.57,250.62,0
74376,9.58,2,0,78694,2.46,52.21,0
165246,1.5,1,2,127599,2.97,360.7,0
895411,1.08,1,8,670938,31.64,3.58,1
70378,4.44,0,0,95878,2.71,127.41,0
98199,9.32,0,2,134224,6.12,280.92,0
128560,0.51,1,0,103827,2.07,129.76,0
58907,8.81,0,1,115157,2.26,161.24,0
128584,0.59,1,2,103676,2.54,340.27,0
49011,2.98,0,1,69939,9.37,366.31,0
131070,9.91,1,0,34443,6.69,83.85,0
160882,1.33,0,1,70086,3.23,375.04,0
19281,0.5,1,1,98857,7.33,115.19,0
188178,0.5,0,0,23738,8.34,146.55,0
146859,1.05,0,0,124992,9.25,412.47,0
190731,3.89,0,2,135449,0.78,326.8,0
63964,11.17,0,1,24082,8.4,407.62,0
937717,0.15,2,5,759783,21.69,1.68,1
98910,8.17,0,0,142634,8.19,417.36,0
876554,1.59,0,6,411085,49.53,0.24,1
151397,2.41,1,2,133676,9.0,125.78,0
143518,3.72,0,2,45456,6.57,463.43,0
185539,2.29,0,0,30994,3.92,242.37,0
71236,6.98,0,1,130414,3.67,83.25,0
131408,17.59,0,2,81450,7.64,475.03,0
192613,7.33,0,0,63724,8.51,385.94,0
176388,14.08,2,2,91503,2.24,196.99,0
167134,19.22,0,0,115173,8.33,298.61,0
177553,1.94,0,1,83040,6.64,472.45,0
171192,4.79,1,1,65286,6.89,253.45,0
85142,7.27,0,2,137079,0.16,308.45,0
17876,4.82,2,1,100881,7.1,209.09,0
197710,4.56,1,1,100198,1.35,449.39,0
158349,2.3,2,1,97230,4.21,435.42,0
689831,1.66,0,8,302290,43.67,0.18,1
153378,2.08,1,0,144122,4.82,119.76,0
82446,1.28,0,1,143442,8.23,230.66,0
60648,2.39,0,2,112041,9.1,322.27,0
119701,2.55,0,1,71593,9.89,382.19,0
16973,0.78,0,1,56879,9.36,459.08,0
195648,3.35,1,1,145576,8.96,190.18,0
189453,5.07,1,0,69539,4.58,121.08,0
161171,0.55,2,0,64163,8.15,303.91,0
24886,3.79,0,0,142934,5.85,479.8,0
28852,0.5,1,1,55093,5.16,90.33,0
134931,9.69,0,1,57405,2.63,68.69,0
162963,2.63,0,0,72384,0.27,456.81,0
25008,1.39,0,2,143056,9.77,108.04,0
561975,1.22,0,5,789672,23.59,3.92,1
144332,5.28,2,2,100154,6.22,272.93,0
45267,3.25,0,1,101988,5.11,414.59,0
47484,4.62,0,2,114822,7.45,332.99,0
187302,4.53,1,2,55593,2.38,240.73,0
89190,5.94,0,1,58924,2.31,342.37,0
65790,13.44,1,1,51831,4.77,342.8,0
23431,5.29,0,1,83237,0.23,314.31,0
343835,0.25,1,13,782328,27.44,2.76,1
62762,3.05,2,2,102163,8.23,84.79,0
129694,1.06,0,1,112617,7.66,155.84,0
126950,0.73,1,2,125467,9.55,152.63,0
56715,6.82,0,2,78713,4.05,463.75,0
152378,0.84,0,2,100771,1.51,154.29,0
100319,7.59,2,2,48875,9.18,91.06,0
162883,3.7,1,1,110249,3.66,202.57,0
319070,1.51,1,10,405748,24.65,3.76,1
58906,10.33,0,1,128178,5.66,428.26,0
97939,11.52,0,1,68435,6.85,353.87,0
24840,1.21,2,2,83131,7.71,267.18,0
156097,8.05,1,2,36291,4.69,247.56,0
398558,0.62,1,9,608361,38.76,4.54,1
135475,3.43,2,1,82357,7.06,69.64,0
85513,1.36,2,0,76281,1.9,44.66,0
41371,8.11,0,0,73070,7.52,467.2,0
16306,10.66,1,1,21507,6.42,430.82,0
133466,6.54,0,1,33693,5.67,249.55,0
187852,1.61,0,1,48545,8.59,63.27,0
182156,0.5,0,0,70436,8.3,478.37,0
189000,3.26,0,1,103468,3.49,128.29,0
688435,1.72,2,6,481856,25.15,1.74,1
94394,2.09,0,0,122220,2.83,84.29,0
112389,2.0,0,0,79113,5.58,407.75,0
149352,1.18,0,2,34289,2.87,212.13,0
70270,20.86,1,1,114721,3.9,421.89,0
50441,9.68,2,1,20195,3.45,255.66,0
27554,0.5,0,0,130093,2.1,121.22,0
103190,9.12,1,2,135407,8.94,89.21,0
31943,0.5,2,0,104625,4.26,58.09,0
100148,8.93,0,0,129806,4.85,113.62,0
165371,1.08,0,0,67826,6.57,356.11,0
43309,3.16,0,1,137971,6.88,48.18,0
37303,1.92,0,2,37689,1.29,102.22,0
60405,4.32,0,1,75571,1.57,82.06,0
30402,2.96,1,0,69028,9.33,151.72,0
82440,0.5,2,0,131315,5.38,275.91,0
127637,6.95,2,2,25783,4.53,63.62,0
102339,3.28,0,0,81766,7.14,191.76,0
148260,1.18,1,1,92868,5.8,390.94,0
830337,1.02,0,8,730269,30.56,1.75,1
77958,1.01,1,2,59236,5.19,171.28,0
92135,3.92,1,0,144094,2.13,46.67,0
100043,2.81,0,0,139353,6.62,346.61,0
27708,3.82,2,2,80896,4.97,466.54,0
26881,4.26,0,0,133253,6.84,37.1,0
30625,0.5,0,2,70663,6.41,270.6,0
40969,5.07,1,1,32650,4.96,85.99,0
15081,1.78,0,1,42170,7.86,444.76,0
70852,2.07,1,1,120755,7.5,12.95,0
91103,7.43,0,2,54359,3.89,187.27,0
116510,1.0,0,2,131760,5.75,349.92,0
955484,0.69,0,9,458499,42.41,2.6,1
97327,0.5,0,0,48184,8.34,214.45,0
380313,1.92,0,14,695003,14.54,2.37,1
659007,0.74,0,11,500081,36.35,0.06,1
74408,10.46,0,2,21033,2.26,84.83,0
112354,4.61,0,2,52440,0.07,376.99,0
144243,2.81,0,2,85140,0.67,220.52,0
43581,4.35,1,2,79110,8.88,199.68,0
28344,4.19,2,0,102661,2.25,63.67,0
129499,4.54,0,1,23721,4.24,362.99,0
151349,2.07,2,1,81514,5.18,257.81,0
110128,10.82,0,2,74177,0.03,303.18,0
143656,7.57,1,1,51434,9.55,152.7,0
148016,19.05,0,1,109359,2.97,96.09,0
134156,8.98,0,1,62397,7.11,314.26,0
188282,2.25,1,0,84433,6.38,264.61,0
114168,1.91,0,0,45108,8.38,30.42,0
25536,3.14,0,2,43299,9.89,34.2,0
119556,0.5,2,2,94071,4.17,466.32,0
133287,2.5,0,2,31688,7.94,161.45,0
78045,0.5,0,0,140380,4.52,453.59,0
102464,0.94,2,1,146598,7.79,278.5,0
157541,1.88,0,1,37686,0.35,96.89,0
147986,5.16,2,1,42650,1.58,214.84,0
531084,1.38,2,13,511109,22.85,3.93,1
59020,0.88,1,0,55439,3.78,456.01,0
120570,0.52,0,1,53891,5.51,464.35,0
800466,0.81,0,7,582187,32.2,3.11,1
153841,3.44,0,2,120677,3.54,104.16,0
33739,4.74,2,2,83750,2.39,291.31,0
75235,0.5,1,2,53461,3.89,49.59,0
83014,1.98,0,2,137028,7.14,332.5,0
94672,3.52,1,1,111310,1.85,287.43,0
156771,1.5,1,0,106670,8.65,152.94,0
18420,8.19,0,2,101923,9.17,109.51,0
41752,4.67,0,0,135565,3.8,478.53,0
116970,15.54,0,2,43370,3.71,199.37,0
105052,5.98,1,0,98338,6.26,308.65,0
897232,1.3,0,14,495772,32.4,0.03,1
25332,3.7,2,2,84743,5.69,440.7,0
69855,0.84,0,1,36076,1.54,345.37,0
158905,9.86,1,1,42915,6.42,425.75,0
192852,2.01,0,2,90673,8.62,157.91,0
198935,2.88,0,1,54243,0.0,42.77,0
68964,10.24,0,0,142994,3.51,223.46,0
125196,1.54,0,1,45544,6.86,394.25,0
192185,3.08,2,2,91803,4.27,268.49,0
195792,7.69,1,2,74667,4.68,297.54,0
36796,0.5,0,1,92958,6.2,256.04,0
80571,1.63,0,0,82588,5.23,23.07,0
150721,0.59,0,0,53225,3.55,172.88,0
118418,6.83,1,1,143354,4.23,310.0,0
121581,0.79,2,1,36185,5.29,170.28,0
94655,15.95,1,0,33484,8.82,473.39,0
171193,2.39,2,1,143484,9.96,71.99,0
26931,3.77,1,0,75400,1.91,353.87,0
57408,1.26,0,0,77608,6.17,424.28,0
145080,9.27,0,0,50334,3.03,316.31,0
166577,1.37,1,2,87819,6.36,142.77,0
230676,0.5,0,5,706000,30.73,0.99,1
69778,16.88,0,2,143447,8.81,378.98,0
55761,3.2,2,2,32985,4.56,83.36,0
62804,3.5,1,2,66401,4.98,328.59,0
61126,9.95,0,1,86356,2.0,241.61,0
103194,11.13,0,0,132741,2.68,418.78,0
67490,6.11,2,2,24575,0.97,220.8,0
40758,0.5,0,1,92542,9.42,182.98,0
24929,6.43,0,0,36966,4.14,212.51,0
62328,6.86,1,1,32253,2.48,116.72,0
166240,2.19,1,2,142466,9.19,479.08,0
171239,5.07,1,1,23774,5.77,315.91,0
955737,0.77,0,11,764416,12.81,4.49,1
88207,1.97,1,0,142059,6.82,167.9,0
64293,2.22,1,1,68737,5.39,169.68,0
22296,10.18,0,1,67827,8.53,149.43,0
198220,13.24,1,2,60212,4.0,271.68,0
85617,6.4,1,2,52651,5.45,197.7,0
83991,1.03,1,0,44571,6.14,440.55,0
88526,6.05,1,1,51187,6.09,142.17,0
158711,1.48,1,2,24171,1.13,389.72,0
136801,0.77,1,0,66019,6.93,366.74,0
189501,3.57,0,1,26401,6.25,427.64,0
28795,11.65,2,2,100322,5.68,194.99,0
192760,2.31,1,2,123466,5.03,69.62,0
385847,0.82,1,7,665722,38.87,0.88,1
931974,0.98,1,6,405164,45.07,4.61,1
156330,9.41,0,2,26909,4.49,180.39,0
197471,0.5,0,2,75365,5.11,56.16,0
54403,3.51,0,0,129726,9.53,397.96,0
297566,0.57,2,6,415941,17.33,3.0,1
500074,0.86,0,9,667032,30.65,3.63,1
40439,0.5,1,1,112550,9.87,356.05,0
159306,2.32,0,2,31486,3.67,106.05,0
184082,6.28,2,1,44703,8.65,400.66,0
84364,18.82,0,1,118681,6.89,22.21,0
96967,4.14,0,1,82614,8.8,152.79,0
168930,13.36,0,2,62498,8.21,60.01,0
119786,13.69,0,2,31215,4.6,329.55,0
103524,8.44,0,2,70603,8.05,335.15,0
65703,2.94,0,2,60048,6.8,363.51,0
114182,6.55,0,1,37338,8.09,263.51,0
84537,12.57,1,1,87040,6.04,235.73,0
801586,0.88,2,14,700117,29.52,3.03,1
172272,4.15,1,1,135630,0.2,266.49,0
171432,10.7,2,1,149334,3.02,408.08,0
18884,9.18,0,2,40137,7.11,169.04,0
115984,0.69,0,1,37219,6.4,268.7,0
190885,1.66,0,0,82780,7.0,63.89,0
97516,9.19,1,2,147233,2.29,250.94,0
35426,7.24,1,0,78037,3.92,466.34,0
17087,2.42,0,0,72811,6.31,157.45,0
90509,3.75,2,0,144188,7.09,11.92,0
618600,0.88,0,12,694353,24.48,2.9,1
473538,1.31,0,14,430962,41.4,3.55,1
137407,1.26,2,1,76722,1.02,41.4,0
191296,5.67,0,1,111097,7.53,317.25,0
