demand_index,supply_ratio,hour_of_day,is_holiday,is_event,surge_multiplier
2.172,0.11,23,0,0,1.849
0.773,0.388,1,0,0,1.249
4.871,0.273,9,0,0,2.04
0.278,0.292,2,0,0,1.279
0.621,0.878,1,0,0,1.232
4.06,0.977,0,1,1,2.12
2.263,0.946,1,0,0,1.536
4.69,0.727,1,0,0,1.684
0.565,0.599,5,0,0,1.22
0.785,0.674,13,0,0,1.091
0.009,0.87,19,0,0,1.085
1.086,0.106,9,0,0,2.051
3.286,0.485,19,0,0,1.91
3.617,0.556,0,0,1,2.213
2.15,0.931,12,0,0,1.343
1.287,0.255,15,0,0,1.661
3.582,0.77,1,0,0,1.379
0.863,0.932,13,0,0,1.072
3.835,0.788,18,0,0,1.829
3.933,0.109,11,0,0,1.966
2.205,0.694,15,0,1,1.922
0.968,0.289,8,0,0,1.456
3.149,0.645,10,0,0,1.243
4.267,0.614,20,0,0,1.516
2.648,0.961,11,0,0,1.357
2.305,0.271,3,0,0,1.573
4.896,0.145,18,0,0,2.306
2.687,0.65,9,0,0,1.788
0.171,0.41,14,0,0,1.164
2.51,0.775,16,0,0,1.315
2.226,0.994,11,0,0,1.403
1.461,0.461,0,0,0,1.3
1.587,0.237,15,0,0,1.788
4.654,0.599,7,0,0,1.852
0.668,0.412,18,0,0,1.399
3.82,0.815,8,0,0,1.724
4.512,0.581,23,1,0,1.964
1.297,0.917,10,0,0,1.333
0.334,0.854,16,0,0,1.0
1.536,0.923,21,0,0,1.222
2.164,0.369,8,0,0,1.819
4.757,0.912,19,0,0,1.823
2.151,0.88,10,0,0,1.696
0.46,0.664,8,0,0,1.494
0.734,0.919,1,1,1,1.906
1.764,0.149,8,0,0,2.126
0.921,0.807,10,0,0,1.284
0.303,0.231,0,1,0,1.681
0.876,0.407,19,0,0,1.586
0.527,0.757,4,0,0,1.301
1.013,0.289,17,0,0,1.752
4.982,0.308,21,0,0,1.899
2.227,0.291,7,0,0,1.795
3.293,0.511,17,1,0,2.053
0.826,0.173,8,0,0,1.617
4.246,0.898,1,0,0,1.514
1.335,0.757,16,0,0,1.413
4.912,0.562,10,0,0,1.736
4.184,0.176,13,0,0,1.87
4.754,0.212,5,0,0,2.03
3.342,0.189,4,0,1,2.247
3.29,0.113,11,0,0,2.03
4.205,0.7,11,0,0,1.72
3.577,0.559,9,0,0,1.678
3.031,0.444,2,0,0,1.629
1.791,0.413,18,0,0,1.627
1.114,0.515,23,0,0,1.504
3.911,0.527,19,0,0,2.059
1.93,0.225,16,0,0,1.722
0.306,0.578,14,0,0,1.213
2.398,0.143,3,0,0,1.98
3.288,0.945,5,0,0,1.524
0.115,0.743,1,0,0,1.0
3.526,0.109,11,0,0,1.983
1.123,0.36,15,0,0,1.373
1.112,0.984,6,0,0,1.052
2.814,0.144,16,0,0,1.986
1.686,0.232,13,0,0,1.497
2.253,0.529,8,0,0,1.776
2.565,0.418,12,0,0,1.511
4.605,0.987,17,0,0,1.696
1.025,0.586,11,1,1,2.156
2.322,0.947,12,0,0,1.522
3.93,0.439,15,0,0,1.77
1.026,0.345,16,0,0,1.396
0.412,0.36,19,0,0,1.421
0.089,0.673,20,0,0,1.0
0.519,0.644,23,0,0,1.239
1.373,0.598,10,0,0,1.346
2.046,0.27,4,0,0,1.542
2.969,0.337,14,0,0,1.755
1.0,0.36,0,0,0,1.535
1.348,0.88,16,0,0,1.259
3.495,0.836,17,0,0,1.634
4.545,0.285,8,0,0,1.982
0.678,0.232,16,0,0,1.441
2.363,0.192,2,0,0,1.643
1.477,0.161,7,0,0,1.887
2.64,0.986,10,0,0,1.348
0.596,0.83,16,0,0,1.211
1.355,0.115,15,0,0,1.799
3.544,0.106,19,0,0,2.123
4.097,0.721,23,1,0,1.933
3.108,0.38,13,0,0,1.704
4.722,0.189,21,0,0,1.943
3.265,0.518,21,0,0,1.549
3.733,0.117,16,0,0,1.982
1.787,0.482,6,0,0,1.443
0.849,0.314,10,0,0,1.293
3.289,0.338,16,1,0,1.935
4.595,0.358,12,0,0,1.801
4.91,0.377,18,0,1,2.428
2.25,0.118,16,0,0,1.964
2.699,0.613,10,0,0,1.489
1.556,0.593,23,0,0,1.335
3.363,0.686,3,0,0,1.562
3.826,0.244,15,0,0,1.792
0.206,0.995,20,1,0,1.278
4.233,0.222,0,0,0,1.853
2.569,0.83,12,0,0,1.216
2.899,0.298,16,0,0,1.505
1.031,0.495,14,0,0,1.242
0.052,0.392,9,0,0,1.117
4.761,0.377,0,0,0,1.841
4.642,0.538,14,0,0,1.801
3.872,0.316,10,0,0,1.799
2.368,0.592,12,0,0,1.289
1.588,0.326,2,0,0,1.383
0.78,0.976,21,1,0,1.51
0.405,0.315,20,0,0,1.225
2.287,0.788,15,0,0,1.22
3.961,0.523,13,0,0,1.554
3.63,0.134,10,0,0,1.872
3.78,0.237,9,0,0,2.183
0.593,0.936,12,0,0,1.217
4.314,0.838,6,0,0,1.513
4.02,0.23,16,0,0,1.886
0.47,0.146,23,0,0,1.432
1.783,0.237,15,0,0,1.639
1.876,0.626,4,0,1,2.095
3.676,0.67,5,0,0,1.698
4.302,0.441,1,1,0,2.159
1.879,0.353,2,0,0,1.579
0.654,0.286,20,0,0,1.316
0.413,0.495,9,0,0,1.255
3.194,0.12,23,0,0,1.872
2.49,0.108,15,0,0,2.03
4.51,0.818,0,0,0,1.432
4.768,0.577,19,0,0,1.845
4.49,0.803,20,0,0,1.424
0.378,0.203,21,0,0,1.297
1.421,0.834,2,0,0,1.19
1.194,0.93,3,0,0,1.312
0.343,0.58,18,0,0,1.313
4.591,0.195,3,0,0,1.865
4.474,0.211,6,0,0,1.821
1.954,0.275,8,0,0,1.832
4.794,0.267,20,0,0,1.878
2.817,0.95,21,0,0,1.356
2.17,0.82,19,1,0,1.854
2.748,0.386,6,1,0,1.872
2.11,0.835,2,0,0,1.158
1.459,0.795,4,0,0,1.306
0.906,0.42,3,0,0,1.185
2.303,0.127,10,0,0,1.775
2.654,0.108,9,0,0,2.179
4.108,0.393,13,0,0,1.701
2.367,0.141,20,0,0,1.997
4.147,0.209,16,1,0,2.118
4.773,0.329,1,0,0,1.773
3.607,0.261,9,0,0,2.014
0.599,0.23,6,0,0,1.371
2.306,0.336,2,0,0,1.716
4.284,0.763,0,0,0,1.627
2.458,0.5,8,0,0,1.867
4.054,0.697,3,0,0,1.411
3.879,0.936,2,0,0,1.567
0.799,0.101,4,0,0,1.533
1.647,0.956,16,0,0,1.343
3.82,0.351,16,0,0,1.71
0.796,0.359,12,0,0,1.276
2.114,0.666,0,0,0,1.543
0.687,0.425,12,0,0,1.117
1.179,0.172,6,0,0,1.784
1.428,0.74,11,0,0,1.383
2.651,0.265,22,1,0,2.026
4.56,0.936,8,0,0,1.713
1.928,0.989,20,0,0,1.285
4.25,0.263,17,0,0,2.089
3.476,0.778,19,0,0,1.567
3.902,0.993,20,0,0,1.169
3.811,0.96,12,0,0,1.487
1.511,0.608,0,0,0,1.296
1.181,0.381,1,0,0,1.326
4.888,0.11,7,0,0,2.161
3.689,0.908,1,0,0,1.604
1.829,0.132,11,0,0,1.971
2.772,0.619,23,0,0,1.501
3.879,0.268,0,0,0,1.796
0.279,0.318,8,1,0,1.727
0.495,0.121,5,0,1,2.006
0.125,0.133,17,0,1,1.837
0.82,0.415,0,0,0,1.444
0.597,0.89,5,1,0,1.566
2.315,0.609,19,0,0,1.741
1.436,0.584,15,0,0,1.546
0.228,0.658,23,0,0,1.165
2.247,0.582,23,0,0,1.405
2.893,0.374,1,0,0,1.651
1.851,0.892,1,0,0,1.429
1.302,0.528,19,0,0,1.464
1.952,0.777,21,0,0,1.347
2.599,0.921,6,0,0,1.242
2.18,0.103,15,0,0,2.103
0.466,0.53,18,1,0,1.727
2.284,0.644,6,0,0,1.51
3.602,0.552,2,0,0,1.45
4.1,0.912,17,0,0,1.82
2.198,0.946,1,0,0,1.389
4.969,0.221,8,0,0,1.955
4.214,0.372,22,0,0,1.792
1.077,0.337,4,0,0,1.325
2.284,0.547,10,0,0,1.494
1.477,0.444,2,0,0,1.51
2.751,0.423,23,0,0,1.618
1.121,0.581,1,0,0,1.135
0.176,0.541,18,1,0,1.61
4.522,0.519,10,0,0,1.762
2.599,0.202,20,0,0,1.755
4.575,0.585,11,1,0,2.0
0.591,0.153,14,0,0,1.513
0.757,0.655,16,0,0,1.026
1.132,0.661,21,0,0,1.422
2.286,0.335,1,1,0,1.854
4.4,0.222,22,0,0,1.826
3.252,0.818,22,0,0,1.409
0.275,0.793,0,0,0,1.211
2.036,0.951,3,0,0,1.488
3.616,0.502,16,0,0,1.674
1.612,0.384,6,0,0,1.44
2.463,0.372,4,0,0,1.893
3.557,0.262,7,0,0,1.991
4.825,0.415,0,0,0,1.689
1.666,0.215,9,0,0,1.941
3.722,0.885,3,0,0,1.48
3.737,0.412,13,0,1,2.395
2.714,0.593,8,0,0,1.627
4.067,0.16,16,0,0,1.947
2.681,0.353,13,0,0,1.791
3.125,0.301,18,0,0,1.969
4.186,0.898,1,0,0,1.488
2.381,0.262,13,0,0,1.591
2.39,0.816,8,0,1,1.994
2.955,0.354,4,0,0,1.533
4.021,0.29,14,0,0,1.897
0.636,0.109,5,0,0,1.633
3.856,0.362,15,0,0,1.781
1.474,0.163,10,0,0,1.565
0.355,0.426,23,0,0,1.15
3.961,0.148,8,0,0,2.212
0.726,0.158,11,0,0,1.628
1.066,0.419,7,0,0,1.611
3.531,0.503,23,0,0,1.632
2.823,0.399,16,0,0,1.527
4.602,0.121,11,0,0,2.166
4.772,0.26,0,0,0,1.85
1.57,0.945,7,0,0,1.351
1.621,0.615,0,0,0,1.295
1.049,0.869,12,0,0,1.304
2.588,0.146,4,0,0,1.931
1.89,0.107,19,0,0,1.785
0.073,0.804,4,0,0,1.017
1.975,0.446,7,0,0,1.573
0.309,0.432,10,0,0,1.198
3.995,0.314,23,0,0,1.836
4.644,0.244,19,0,0,1.98
1.479,0.846,7,0,0,1.502
3.254,0.155,9,0,0,2.192
0.443,0.549,4,0,0,1.277
1.818,0.424,19,0,0,1.609
2.88,0.348,22,0,0,1.769
0.521,0.785,2,1,0,1.477
1.886,0.891,4,0,0,1.289
4.776,0.275,14,1,0,2.154
0.83,0.169,13,0,0,1.599
3.101,0.438,20,0,0,1.699
4.167,0.496,4,0,0,1.758
3.856,0.148,1,1,0,2.204
3.857,0.523,6,0,0,1.655
0.296,0.956,6,0,1,1.556
4.868,0.447,23,0,0,1.758
3.636,0.91,13,0,0,1.429
4.772,0.864,22,0,0,1.718
4.896,0.493,14,0,0,1.71
1.785,0.736,16,0,0,1.353
2.717,0.288,8,0,0,1.939
3.647,0.222,3,0,0,1.956
4.245,0.102,15,0,0,2.103
4.855,0.166,13,1,1,2.775
4.872,0.665,0,0,0,1.721
1.639,0.897,1,1,0,1.784
3.402,0.98,12,0,0,1.589
0.735,0.534,7,0,0,1.358
4.053,0.226,23,0,0,1.947
0.798,0.1,8,0,0,1.826
4.453,0.986,9,0,0,1.837
4.895,0.836,23,0,0,1.758
0.432,0.571,19,0,0,1.129
2.562,0.321,9,0,0,1.852
1.324,0.566,22,0,0,1.312
2.35,0.855,15,0,0,1.323
1.469,0.6,8,0,0,1.475
0.328,0.996,5,0,1,1.54
1.971,0.196,21,0,0,1.678
1.023,0.984,11,0,0,1.177
2.746,0.626,16,0,0,1.299
3.403,0.611,9,0,1,2.273
2.027,0.423,10,0,0,1.626
1.018,0.137,8,0,0,1.766
0.959,0.784,17,0,0,1.273
0.012,0.348,2,0,0,1.019
3.512,0.415,4,0,0,1.774
1.266,0.58,4,0,0,1.359
4.854,0.151,4,0,0,1.958
3.735,0.11,10,0,0,1.937
1.477,0.194,3,0,0,1.703
0.795,0.762,4,0,0,1.189
3.122,0.271,18,1,0,2.196
4.323,0.563,10,0,0,1.583
2.922,0.267,11,0,0,1.756
0.055,0.356,16,1,0,1.354
3.931,0.134,14,0,0,2.008
4.821,0.43,22,0,1,2.148
0.237,0.223,1,0,0,1.108
4.046,0.602,23,0,0,1.544
3.595,0.853,0,0,0,1.522
1.987,0.891,5,0,0,1.405
3.17,0.94,0,0,0,1.587
0.794,0.212,14,0,0,1.373
3.6,0.565,23,0,1,2.167
2.906,0.203,1,0,0,1.633
0.433,0.376,7,0,0,1.461
4.341,0.308,15,0,0,1.654
0.642,0.111,15,1,0,1.729
2.192,0.939,15,0,0,1.434
0.656,0.804,19,0,0,1.393
3.231,0.567,18,0,0,1.734
3.689,0.41,1,0,0,1.545
4.736,0.47,19,0,0,1.952
1.263,0.285,13,0,0,1.508
1.831,0.971,1,0,0,1.388
1.934,0.357,18,0,0,1.577
0.485,0.167,1,0,0,1.457
4.04,0.608,17,0,0,1.752
0.414,0.774,16,0,0,1.156
1.693,0.974,18,0,0,1.494
0.952,0.659,13,1,0,1.48
3.322,0.266,16,0,0,1.729
4.528,0.452,15,0,0,1.626
3.732,0.385,18,0,0,1.851
3.873,0.118,16,0,1,2.443
0.393,0.453,11,0,0,1.224
3.695,0.82,20,0,0,1.423
0.313,0.465,3,0,0,1.208
2.421,0.867,7,0,0,1.924
3.46,0.769,0,0,0,1.483
1.274,0.747,13,0,0,1.138
3.413,0.443,8,0,0,2.054
4.403,0.148,17,0,0,2.244
4.39,0.894,23,0,1,2.017
0.961,0.674,22,0,0,1.226
1.373,0.181,11,0,0,1.525
3.33,0.173,1,0,0,1.852
4.207,0.653,5,0,0,1.52
2.276,0.48,4,0,0,1.442
4.611,0.272,22,0,0,1.915
2.873,0.315,17,0,0,1.983
1.31,0.447,13,1,0,1.683
0.1,0.775,14,0,0,1.086
4.037,0.277,12,0,0,2.023
0.464,0.732,8,0,0,1.262
0.392,0.261,18,0,0,1.305
3.886,0.787,0,0,0,1.614
0.158,0.91,7,0,0,1.174
4.214,0.499,15,0,0,1.616
2.994,0.677,22,1,0,1.816
3.183,0.34,6,0,0,1.818
4.69,0.935,15,0,0,1.549
4.333,0.483,12,0,0,1.472
0.38,0.547,12,0,0,1.192
4.265,0.335,19,0,0,2.001
3.336,0.275,18,0,0,1.877
1.584,0.305,10,0,0,1.369
4.267,0.528,15,1,0,1.919
0.116,0.224,8,0,0,1.091
4.188,0.449,12,0,0,1.516
3.101,0.444,18,0,0,1.682
1.306,0.49,22,0,0,1.26
0.03,0.48,22,1,0,1.406
2.607,0.347,9,0,0,1.82
2.111,0.43,6,0,0,1.562
4.313,0.912,16,0,0,1.542
3.94,0.134,9,0,0,2.05
2.948,0.179,1,0,0,1.786
0.754,0.936,17,0,1,1.853
3.631,0.344,15,0,0,1.713
2.968,0.374,2,0,0,1.698
0.113,0.41,19,0,0,1.364
3.809,0.193,0,0,0,1.932
4.159,0.792,4,0,0,1.723
3.872,0.247,0,0,0,1.877
0.882,0.732,6,1,0,1.482
2.513,0.309,22,0,0,1.783
2.636,0.714,17,0,0,1.539
4.672,0.975,3,0,0,1.578
4.628,0.559,8,0,0,1.849
0.311,0.387,0,1,0,1.388
4.996,0.44,21,0,0,1.769
3.933,0.446,0,0,0,1.651
1.878,0.213,5,0,0,1.489
3.716,0.837,16,0,1,2.024
1.883,0.441,15,0,0,1.39
4.681,0.746,18,0,0,1.804
1.891,0.343,3,0,0,1.542
3.83,0.421,9,0,0,1.931
0.776,0.898,15,0,0,1.0
4.262,0.482,20,0,1,2.081
3.102,0.418,6,0,0,1.644
4.038,0.382,1,0,1,2.516
2.09,0.904,21,0,0,1.371
1.732,0.481,19,0,1,2.109
2.663,0.889,21,0,0,1.5
1.941,0.37,6,0,0,1.484
2.571,0.98,6,1,0,1.727
2.153,0.553,4,0,1,1.978
0.983,0.248,22,1,0,1.878
4.883,0.482,14,0,0,1.784
0.08,0.714,18,0,1,1.684
4.628,0.899,9,0,0,1.592
4.137,0.214,4,0,0,1.783
2.105,0.603,4,0,0,1.477
1.61,0.579,17,0,0,1.59
0.823,0.396,3,0,0,1.335
0.665,0.468,13,0,0,1.287
2.755,0.374,17,0,0,1.748
0.527,0.372,8,0,0,1.45
2.382,0.58,16,0,0,1.484
4.074,0.154,11,0,0,1.832
3.785,0.533,17,0,0,1.761
0.663,0.392,15,0,0,1.331
4.805,0.518,23,0,0,1.764
1.431,0.977,2,0,0,1.188
3.528,0.767,18,0,0,1.764
1.502,0.875,9,0,0,1.436
3.087,0.434,21,0,0,1.534
2.862,0.735,20,1,0,1.964
0.892,0.517,19,1,0,1.756
3.263,0.637,6,0,1,1.892
1.63,0.494,0,0,0,1.389
3.056,0.219,0,0,0,1.773
2.707,0.953,14,0,0,1.493
4.213,0.736,0,0,0,1.532
1.068,0.641,23,0,0,1.329
0.757,0.605,8,0,0,1.547
4.274,0.751,13,0,0,1.509
2.223,0.579,12,0,0,1.498
3.909,0.294,18,0,0,1.982
4.798,0.107,15,0,0,2.145
2.722,0.445,16,0,0,1.593
1.503,0.607,8,0,0,1.585
3.971,0.435,13,0,0,1.66
4.655,0.58,2,0,0,1.658
1.226,0.698,8,0,0,1.474
3.442,0.829,19,0,0,1.922
3.903,0.369,0,0,0,1.788
0.133,0.67,4,0,0,1.054
2.961,0.903,22,0,0,1.4
3.166,0.237,5,0,0,1.885
3.183,0.721,19,1,0,1.922
0.421,0.923,13,0,0,1.0
0.108,0.704,9,0,0,1.107
1.468,0.183,7,0,0,1.975
1.789,0.355,14,0,0,1.657
0.723,0.271,0,0,0,1.398
2.548,0.921,15,0,0,1.339
1.138,0.993,19,0,0,1.373
1.688,0.49,6,0,0,1.647
1.464,0.907,21,0,0,1.277
3.86,0.222,0,0,0,1.896
4.385,0.103,4,0,0,2.061
1.492,0.612,21,0,0,1.376
1.883,0.989,9,0,0,1.556
4.076,0.606,20,0,0,1.79
3.795,0.982,4,0,0,1.463
3.544,0.506,7,0,0,1.871
3.539,0.444,5,0,0,1.617
1.486,0.937,9,0,0,1.502
4.683,0.144,13,0,0,2.068
4.046,0.394,7,0,0,1.899
1.06,0.499,5,0,0,1.361
3.311,0.178,8,0,0,2.006
0.774,0.565,14,0,0,1.306
2.888,0.438,15,0,0,1.608
1.445,0.493,23,1,0,1.651
0.526,0.718,23,0,1,1.652
3.016,0.163,0,0,0,2.004
4.421,0.966,13,0,0,1.503
0.704,0.57,19,0,0,1.481
4.495,0.855,17,0,0,1.79
0.639,0.387,6,0,0,1.346
3.709,0.382,11,0,0,1.594
4.948,0.913,9,0,0,1.651
0.468,0.206,14,0,0,1.271
1.063,0.193,21,0,0,1.609
2.318,0.727,6,0,0,1.453
3.688,0.519,4,0,0,1.644
4.49,0.746,10,0,0,1.569
3.646,0.49,2,0,0,1.502
3.856,0.291,3,0,0,1.728
2.261,0.744,10,1,0,1.737
1.779,0.135,14,0,0,1.758
2.539,0.503,14,0,0,1.553
3.248,0.513,16,0,0,1.437
2.512,0.17,10,0,0,1.81
3.952,0.317,20,0,0,1.562
0.785,0.334,5,0,0,1.226
1.981,0.904,6,1,0,1.549
0.333,0.561,10,0,0,1.0
3.357,0.704,23,0,0,1.442
3.785,0.149,4,0,0,1.99
3.337,0.193,0,0,0,1.974
4.776,0.607,20,0,0,1.597
4.661,0.852,0,0,0,1.492
1.352,0.148,12,0,0,1.666
1.216,0.985,23,0,0,1.213
0.127,0.897,1,0,1,1.438
2.513,0.886,17,1,0,1.955
4.306,0.108,5,1,0,2.358
0.788,0.466,13,0,0,1.227
2.967,0.816,10,1,0,1.7
3.602,0.783,4,0,0,1.749
1.838,0.411,21,0,0,1.582
3.515,0.89,18,0,0,1.643
4.187,0.672,12,1,0,1.646
0.053,0.995,11,0,0,1.0
3.676,0.401,8,1,0,2.198
2.999,0.679,3,0,0,1.474
4.224,0.482,5,0,0,1.563
0.693,0.683,3,0,0,1.195
4.036,0.334,21,0,0,1.689
0.706,0.444,0,0,0,1.217
2.924,0.939,16,0,0,1.405
1.354,0.36,16,0,0,1.36
1.2,0.659,9,0,0,1.37
2.494,0.927,17,0,1,1.954
3.787,0.533,22,0,0,1.582
3.226,0.726,13,0,0,1.347
4.943,0.773,2,1,0,2.116
0.595,0.59,16,0,0,1.3
3.609,0.441,23,0,0,1.731
0.277,0.828,23,0,0,1.0
1.787,0.599,3,0,0,1.326
1.718,0.205,22,1,0,1.818
1.281,0.887,1,0,0,1.45
2.662,0.368,14,0,0,1.76
1.218,0.544,5,0,0,1.416
1.838,0.292,8,0,1,2.275
4.297,0.543,6,0,0,1.612
1.619,0.216,21,0,0,1.68
4.93,0.61,9,0,0,2.017
1.38,0.571,1,0,0,1.429
4.515,0.837,19,1,0,1.942
2.156,0.604,13,0,0,1.375
4.538,0.468,5,0,0,1.752
2.134,0.52,4,0,0,1.398
3.852,0.644,4,0,0,1.532
2.0,0.856,19,0,0,1.71
3.105,0.138,11,0,0,1.896
0.257,0.934,23,0,0,1.0
2.995,0.175,7,0,1,2.841
1.58,0.41,20,0,0,1.577
4.981,0.403,6,0,0,1.765
4.053,0.579,15,0,0,1.619
0.398,0.419,17,0,0,1.184
0.991,0.297,15,0,0,1.393
3.08,0.319,18,0,0,1.827
1.502,0.987,9,0,0,1.486
1.065,0.853,8,0,0,1.604
1.778,0.825,22,0,0,1.386
0.531,0.477,21,0,1,1.924
2.772,0.943,22,0,0,1.269
1.415,0.156,5,0,0,1.521
4.335,0.213,17,0,0,2.23
0.164,0.322,2,0,0,1.131
1.755,0.678,13,0,0,1.427
2.748,0.25,4,0,0,1.732
1.176,0.402,13,0,0,1.424
0.287,0.259,17,0,0,1.486
0.362,0.82,2,0,0,1.134
0.797,0.918,6,0,0,1.129
1.359,0.865,1,0,0,1.514
3.529,0.125,5,0,0,2.001
2.373,0.385,9,0,0,1.764
0.165,0.674,20,0,0,1.03
0.775,0.101,18,0,0,1.858
1.84,0.772,12,0,0,1.339
2.099,0.882,23,0,0,1.16
0.316,0.17,21,0,0,1.279
0.605,0.488,10,0,0,1.13
1.311,0.373,8,0,0,1.673
4.183,0.952,16,1,0,1.8
1.046,0.392,10,0,0,1.318
1.134,0.623,12,1,0,1.702
2.473,0.108,2,0,0,1.919
4.457,0.853,9,0,0,1.708
2.641,0.126,23,0,0,1.868
0.397,0.612,0,0,0,1.11
0.932,0.767,23,0,0,1.287
4.279,0.457,4,0,0,1.618
4.384,0.129,23,0,0,2.053
3.977,0.911,11,0,0,1.451
2.709,0.429,6,0,0,1.526
2.196,0.52,11,0,0,1.539
1.341,0.832,6,0,0,1.192
2.739,0.695,11,0,0,1.528
3.414,0.393,3,0,0,1.706
2.996,0.587,16,0,0,1.671
1.128,0.185,15,0,0,1.399
4.516,0.533,17,0,0,1.971
1.952,0.485,1,0,0,1.449
4.424,0.784,16,0,0,1.386
1.987,0.82,9,0,0,1.501
0.192,0.885,15,1,0,1.41
3.69,0.872,6,0,0,1.485
4.601,0.999,13,0,0,1.65
1.274,0.737,19,0,0,1.465
2.712,0.659,14,0,0,1.483
4.038,0.232,9,0,0,2.043
1.605,0.521,22,0,0,1.315
1.431,0.487,23,0,0,1.404
2.055,0.761,21,1,0,1.668
2.753,0.347,7,1,0,2.158
2.763,0.884,1,0,0,1.429
2.432,0.298,16,0,0,1.656
4.102,0.535,8,0,0,1.852
0.765,0.95,8,0,1,1.986
0.426,0.41,14,0,0,1.112
0.843,0.755,12,0,0,1.15
3.52,0.402,8,0,0,2.018
0.726,0.563,3,0,0,1.373
1.614,0.798,8,0,0,1.555
4.398,0.833,8,0,0,1.951
0.701,0.858,14,0,1,1.726
2.641,0.19,10,1,0,2.284
2.53,0.869,20,0,0,1.553
0.17,0.232,12,0,0,1.323
0.577,0.346,16,0,0,1.174
4.752,0.974,23,0,0,1.596
4.805,0.23,0,1,0,2.206
4.373,0.326,2,0,0,1.658
2.159,0.402,2,0,0,1.683
2.965,0.826,20,0,0,1.574
4.121,0.389,14,0,0,1.714
3.381,0.843,4,0,0,1.419
4.476,0.285,20,0,1,2.341
1.579,0.641,3,0,0,1.188
3.121,0.964,0,0,0,1.296
2.835,0.137,3,0,0,1.873
4.923,0.918,7,0,0,1.814
4.39,0.248,20,0,0,1.848
0.826,0.623,6,0,0,1.195
0.294,0.144,0,0,0,1.238
2.232,0.614,4,0,0,1.7
2.728,0.654,12,0,1,1.882
3.949,0.827,11,0,0,1.34
0.799,0.474,7,0,0,1.435
4.6,0.924,20,0,0,1.585
2.858,0.433,16,1,0,1.913
4.214,0.182,1,0,0,1.864
4.182,0.448,21,0,0,1.714
4.759,0.376,17,0,0,2.088
3.294,0.502,8,0,0,1.822
3.919,0.28,8,0,0,2.018
4.103,0.433,12,0,0,1.714
2.341,0.898,17,0,0,1.508
2.161,0.687,16,0,0,1.468
4.733,0.278,6,0,0,1.961
0.335,0.148,6,0,0,1.477
4.765,0.295,18,1,0,2.386
2.892,0.468,1,0,0,1.587
1.473,0.43,15,0,0,1.628
2.786,0.864,21,0,0,1.442
3.189,0.627,22,0,0,1.489
0.554,0.858,1,0,0,1.079
3.35,0.999,14,0,0,1.359
4.513,0.361,15,0,0,1.723
4.856,0.53,15,1,0,2.183
2.999,0.735,5,0,0,1.409
1.635,0.561,21,0,0,1.558
2.817,0.394,10,0,0,1.602
0.014,0.835,23,0,0,1.109
4.596,0.903,8,0,0,1.631
3.923,0.35,17,1,0,2.241
0.832,0.353,22,0,0,1.196
3.047,0.611,5,0,0,1.535
0.103,0.835,22,0,0,1.113
1.08,0.568,3,0,0,1.413
0.85,0.154,17,0,0,1.746
0.781,0.366,1,1,0,1.602
2.761,0.553,12,0,0,1.542
4.822,0.763,0,0,0,1.537
0.652,0.797,8,0,0,1.32
4.364,0.777,13,0,0,1.523
0.411,0.185,3,0,0,1.363
0.414,0.654,20,1,0,1.589
3.14,0.483,3,0,0,1.729
2.873,0.382,19,0,0,1.804
1.721,0.845,14,1,0,1.549
2.667,0.423,21,0,0,1.518
3.775,0.264,14,0,0,1.66
3.866,0.726,12,0,0,1.623
0.06,0.222,13,0,0,1.0
0.39,0.364,21,0,1,1.488
0.017,0.5,0,0,0,1.083
0.078,0.228,0,1,0,1.454
4.198,0.359,22,0,0,1.647
0.418,0.677,0,0,0,1.173
3.555,0.602,14,0,0,1.444
4.9,0.86,0,0,0,1.558
4.105,0.227,5,0,0,1.909
0.332,0.877,23,0,0,1.165
4.469,0.168,6,0,0,2.018
4.791,0.769,21,0,0,1.401
3.532,0.286,22,0,0,1.798
3.082,0.913,1,0,0,1.658
3.009,0.137,21,0,0,1.958
4.101,0.622,8,0,0,1.665
2.767,0.112,3,0,0,1.879
1.669,0.762,17,0,0,1.494
4.852,0.13,14,0,0,1.838
0.242,0.754,23,1,0,1.393
3.327,0.828,7,0,0,1.646
2.928,0.906,6,0,0,1.4
3.196,0.423,7,0,0,1.825
3.211,0.588,12,0,0,1.483
0.618,0.76,2,0,0,1.262
0.668,0.839,5,0,1,1.692
0.337,0.805,6,0,0,1.05
4.692,0.863,4,0,0,1.6
3.05,0.908,17,0,0,1.675
0.386,0.685,14,0,0,1.037
2.168,0.257,22,0,0,1.646
1.797,0.85,1,0,0,1.321
0.741,0.517,21,0,0,1.205
4.11,0.146,19,1,0,2.358
3.878,0.663,9,0,0,1.712
2.32,0.755,3,0,0,1.545
2.612,0.512,11,0,0,1.473
2.182,0.556,20,0,1,2.064
2.755,0.595,14,1,0,1.811
3.663,0.327,10,0,0,1.759
4.38,0.437,13,0,0,1.592
2.962,0.826,6,0,0,1.57
0.629,0.127,23,1,0,2.023
3.86,0.601,13,0,0,1.527
1.861,0.129,7,0,0,2.131
3.149,0.281,13,0,0,1.614
0.993,0.436,22,0,0,1.346
0.817,0.268,5,0,0,1.294
0.263,0.864,17,0,0,1.317
1.572,0.883,13,0,0,1.284
2.986,0.238,7,0,0,1.966
1.594,0.903,3,0,0,1.434
1.204,0.307,23,0,0,1.595
4.974,0.111,11,0,0,2.105
